id,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_scree-1i-1g_arrest,c_days_from_compas,c_charge_degree,is_recid,r_charge_degree,r_days_from_arrest,violent_recid,is_violent_recid,vr_charge_degree,type_of_assessment,v_type_of_assessment,start,end,event,two_year_recid,score_text
275,Male,22,Less_than_25,African-American,0,0,0,1,0,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,200,1,1,High
277,Male,47,Greater_than_45,African-American,0,0,0,23,-1,1,M,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,9,1,1,High
278,Male,23,Less_than_25,African-American,0,0,0,0,-1,1,M,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,176,1,1,Low
279,Male,57,Greater_than_45,Hispanic,0,0,0,1,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,20,889,0,0,Low
280,Female,38,25-45,Caucasian,0,0,0,2,-35,35,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,155,1,1,High
281,Male,66,Greater_than_45,African-American,0,0,0,3,-10,10,F,1,(M1),-1,N,1,(M1),Risk of Recidivism,Risk of Violence,0,943,1,0,Low
282,Male,45,Greater_than_45,Caucasian,0,0,0,8,0,0,M,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,71,584,0,1,Low
285,Female,52,Greater_than_45,Other,0,0,0,0,-1,-1,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,449,1,1,Low
286,Male,32,25-45,African-American,0,0,0,13,289,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,289,1,1,High
287,Male,37,25-45,African-American,0,0,0,2,0,0,M,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,0,104,1,1,High
288,Male,39,25-45,Caucasian,0,0,0,0,0,0,F,1,(M1),1,N,0,N,Risk of Recidivism,Risk of Violence,1,389,1,1,Low
289,Male,26,25-45,African-American,0,0,0,9,0,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,79,173,1,1,High
291,Male,45,Greater_than_45,Caucasian,0,0,0,2,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,358,1155,0,0,Low
293,Male,23,Less_than_25,African-American,0,0,0,0,-1,1,F,1,(F2),0,N,1,(F2),Risk of Recidivism,Risk of Violence,0,320,1,1,Low
294,Male,34,25-45,African-American,0,0,0,2,0,1,M,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,26,758,1,0,Low
297,Female,23,Less_than_25,African-American,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,954,0,0,Low
298,Male,36,25-45,Other,0,0,0,2,-1,1,M,1,(F2),0,N,0,N,Risk of Recidivism,Risk of Violence,2,598,1,1,Low
299,Male,50,Greater_than_45,Caucasian,0,0,0,1,-4,4,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,879,0,0,Low
300,Female,37,25-45,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,875,0,0,Low
301,Male,44,25-45,Caucasian,0,0,0,4,0,0,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1181,0,0,Low
302,Female,35,25-45,African-American,0,1,0,23,-1,1,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,1,318,1,1,High
304,Male,24,Less_than_25,Other,0,0,0,5,-1,1,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,54,1,1,High
306,Male,26,25-45,African-American,0,0,0,2,-1,1,F,1,(F3),1,N,0,N,Risk of Recidivism,Risk of Violence,0,379,1,1,High
308,Male,27,25-45,African-American,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,2,1102,0,0,Low
310,Female,28,25-45,African-American,0,0,0,0,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,29,885,0,0,High
311,Male,43,25-45,Caucasian,0,0,0,11,49,56,F,1,(M1),1,N,1,(M1),Risk of Recidivism,Risk of Violence,0,48,1,1,High
313,Female,28,25-45,Caucasian,0,0,0,7,-1,1,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,216,1,1,High
315,Male,38,25-45,African-American,0,0,0,2,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,61,0,0,Low
316,Male,27,25-45,Caucasian,0,0,0,2,-36,36,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,765,0,0,Low
317,Female,28,25-45,African-American,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,38,889,0,0,High
319,Male,56,Greater_than_45,Caucasian,0,0,0,7,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,245,1,1,Low
320,Male,38,25-45,African-American,0,0,0,15,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1137,0,0,High
321,Male,28,25-45,African-American,0,0,0,2,-1,2147,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,883,0,0,High
322,Male,45,Greater_than_45,African-American,0,0,0,3,104,23,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,104,0,0,High
323,Male,28,25-45,Hispanic,0,0,0,0,-1,5,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1183,0,0,Low
325,Male,61,Greater_than_45,Caucasian,0,0,0,1,-34,34,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1108,0,0,Low
326,Female,51,Greater_than_45,Caucasian,0,0,0,0,-1,1,M,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,0,169,1,1,Low
327,Male,51,Greater_than_45,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,883,0,0,Low
329,Male,36,25-45,Other,0,0,0,1,-1,1,M,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,229,0,1,Low
330,Male,48,Greater_than_45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1174,0,0,Low
331,Male,37,25-45,Caucasian,0,0,0,4,0,0,F,1,(M2),3,N,0,N,Risk of Recidivism,Risk of Violence,2,516,1,1,Low
332,Female,30,25-45,African-American,0,0,0,2,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,2,1054,0,0,High
333,Female,41,25-45,African-American,0,0,0,5,0,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,878,0,0,High
334,Male,27,25-45,African-American,0,0,0,11,-1,1,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,222,433,1,1,High
335,Male,37,25-45,African-American,0,0,0,0,-1,1,M,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,1,870,1,0,Low
336,Male,33,25-45,Other,0,0,0,4,0,1,F,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,2,314,1,1,Low
337,Male,54,Greater_than_45,African-American,0,0,0,11,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,129,1060,0,0,High
338,Male,23,Less_than_25,African-American,0,0,0,2,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,71,1058,0,0,High
341,Female,26,25-45,African-American,0,0,0,2,-227,227,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,283,1,1,Low
344,Male,41,25-45,African-American,0,0,0,0,0,0,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,797,0,0,Low
345,Male,52,Greater_than_45,Caucasian,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1051,0,0,Low
347,Male,43,25-45,Caucasian,0,0,0,13,0,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,51,161,1,1,Low
348,Male,52,Greater_than_45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,13,787,0,0,Low
349,Male,28,25-45,Caucasian,0,0,0,1,-3,3,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1050,0,0,Low
350,Male,30,25-45,African-American,0,0,2,11,-1,1,M,1,(M1),0,N,1,(F1),Risk of Recidivism,Risk of Violence,0,119,1,1,High
351,Male,28,25-45,Caucasian,0,0,0,1,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,6,917,0,0,High
354,Male,22,Less_than_25,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1134,0,0,Low
355,Male,30,25-45,African-American,0,0,0,4,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1123,0,0,Low
356,Male,25,25-45,Hispanic,0,0,0,4,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,880,0,0,Low
357,Male,31,25-45,Caucasian,0,0,0,0,-1,1,F,1,(F2),0,N,0,N,Risk of Recidivism,Risk of Violence,30,401,1,1,High
358,Male,37,25-45,Caucasian,0,0,0,0,-1,1,F,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,34,172,0,1,Low
359,Male,32,25-45,African-American,0,1,0,14,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,836,0,0,High
360,Male,26,25-45,African-American,0,1,0,4,649,1562,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,649,0,0,High
361,Male,53,Greater_than_45,Caucasian,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1171,0,0,Low
362,Male,28,25-45,African-American,0,0,0,25,29,70,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,29,0,1,High
363,Male,44,25-45,Caucasian,0,0,0,8,-1,1,M,1,(M1),294,N,0,N,Risk of Recidivism,Risk of Violence,4,136,1,1,High
364,Male,25,25-45,African-American,0,0,0,0,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,938,0,0,Low
366,Male,22,Less_than_25,Caucasian,0,0,1,1,0,0,M,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,6,531,1,1,High
369,Female,37,25-45,Other,0,0,0,0,-1,2,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,844,0,0,Low
372,Female,40,25-45,Other,0,0,0,3,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,891,0,0,Low
374,Male,36,25-45,Caucasian,0,0,0,8,150,0,F,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,0,150,1,1,High
375,Male,30,25-45,Caucasian,0,0,0,4,-140,140,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,779,0,0,Low
376,Male,22,Less_than_25,African-American,0,0,0,3,161,208,M,1,(M2),128,N,1,(M1),Risk of Recidivism,Risk of Violence,0,33,1,1,High
377,Female,24,Less_than_25,Caucasian,0,0,0,1,-32,32,M,1,(M1),0,N,1,(M1),Risk of Recidivism,Risk of Violence,0,394,1,1,High
378,Male,27,25-45,African-American,0,0,0,3,-44,46,M,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,366,1,1,Low
379,Female,31,25-45,Hispanic,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1119,0,0,Low
381,Male,23,Less_than_25,Hispanic,0,0,1,1,-1,1,F,1,(F3),1,N,0,N,Risk of Recidivism,Risk of Violence,0,82,1,1,High
382,Female,23,Less_than_25,Caucasian,0,0,4,5,-1,1,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,607,1,1,High
383,Male,24,Less_than_25,Hispanic,0,0,0,0,-3,3,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1152,0,0,High
384,Male,29,25-45,African-American,0,0,0,1,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,731,0,0,Low
385,Male,20,Less_than_25,African-American,0,0,0,1,-1,1,F,1,(F3),0,N,1,(F3),Risk of Recidivism,Risk of Violence,0,104,1,1,High
386,Male,30,25-45,African-American,0,0,0,2,-1,1,F,1,(F2),135,N,0,N,Risk of Recidivism,Risk of Violence,1,55,1,1,High
389,Male,39,25-45,Other,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,204,0,0,Low
390,Male,27,25-45,African-American,0,0,0,4,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,700,0,0,Low
392,Male,31,25-45,Caucasian,0,0,0,2,812,1016,M,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,812,1,0,Low
393,Female,37,25-45,African-American,0,0,0,2,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,294,0,0,Low
396,Male,20,Less_than_25,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,2,772,0,0,High
398,Male,22,Less_than_25,Hispanic,0,0,1,0,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,2,66,0,0,High
399,Female,52,Greater_than_45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,973,0,0,Low
400,Female,23,Less_than_25,African-American,0,0,0,0,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,3,468,1,1,Low
402,Female,48,Greater_than_45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,870,0,0,Low
403,Male,66,Greater_than_45,African-American,0,0,0,8,-1,562,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,571,1,1,High
404,Male,25,25-45,Caucasian,0,0,0,0,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,355,0,0,High
405,Male,27,25-45,Caucasian,0,0,0,0,-1,1,F,1,(F3),0,N,1,(F3),Risk of Recidivism,Risk of Violence,1,220,1,1,High
406,Male,30,25-45,African-American,0,0,0,11,0,0,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,1,197,1,1,High
407,Male,22,Less_than_25,African-American,0,1,1,3,-1,1,M,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,4,1,1,High
408,Female,22,Less_than_25,Caucasian,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,822,0,0,Low
409,Male,35,25-45,African-American,0,0,0,2,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,798,0,0,High
410,Male,32,25-45,Caucasian,0,0,0,2,-232,232,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,938,0,0,Low
411,Female,41,25-45,African-American,0,0,0,2,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,970,0,0,Low
414,Female,25,25-45,Other,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,793,0,0,Low
415,Male,44,25-45,African-American,0,0,0,24,53,31,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,53,0,0,High
416,Male,52,Greater_than_45,African-American,0,0,0,3,0,1,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,25,43,1,1,High
417,Male,43,25-45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,40,1092,0,0,Low
423,Male,37,25-45,Caucasian,0,0,0,3,-4,4,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,758,0,0,Low
424,Male,28,25-45,African-American,0,0,0,3,299,100,M,1,(F2),0,N,1,(F2),Risk of Recidivism,Risk of Violence,0,299,1,1,Low
425,Male,70,Greater_than_45,Caucasian,0,0,0,1,-13,13,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1079,0,0,Low
426,Male,54,Greater_than_45,Caucasian,0,0,0,6,-266,322,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,414,1,1,Low
428,Male,46,Greater_than_45,Caucasian,0,0,0,3,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,13,1066,0,0,Low
429,Male,21,Less_than_25,African-American,0,0,0,0,-1,1,M,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,278,1,1,High
430,Male,26,25-45,African-American,0,0,0,1,-1,1,M,1,(F3),0,N,1,(F3),Risk of Recidivism,Risk of Violence,1,415,1,1,High
431,Male,38,25-45,Hispanic,0,0,0,3,23,82,F,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,23,1,1,Low
432,Male,34,25-45,Caucasian,0,0,0,5,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,802,0,0,Low
434,Male,19,Less_than_25,African-American,0,0,0,1,-48,48,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,472,1,1,High
435,Male,34,25-45,African-American,0,0,0,5,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,849,0,0,Low
437,Male,23,Less_than_25,Caucasian,0,0,0,0,0,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,1,373,1,1,High
438,Male,34,25-45,African-American,0,0,0,5,-1,1,F,1,(M1),1,N,0,N,Risk of Recidivism,Risk of Violence,2,171,1,1,Low
439,Male,30,25-45,African-American,0,0,0,2,-83,83,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,889,0,0,Low
440,Male,39,25-45,African-American,0,0,0,6,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,2,48,1,1,Low
441,Male,24,Less_than_25,Other,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1088,0,0,Low
442,Male,33,25-45,Caucasian,0,0,0,1,-93,93,M,1,(F3),0,N,1,(F3),Risk of Recidivism,Risk of Violence,0,412,1,1,Low
445,Male,58,Greater_than_45,Caucasian,0,0,0,2,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1133,0,0,Low
446,Female,21,Less_than_25,African-American,0,0,0,0,0,0,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1186,0,0,High
450,Male,21,Less_than_25,African-American,0,0,0,1,-36,36,F,1,(F2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,955,1,0,High
451,Male,23,Less_than_25,African-American,0,0,1,4,-11,11,M,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,246,1,1,High
452,Male,62,Greater_than_45,Caucasian,0,0,0,0,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,2,444,0,0,Low
454,Male,27,25-45,African-American,1,0,1,4,300,707,M,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,300,1,1,High
456,Male,37,25-45,Caucasian,0,0,0,5,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,10,851,0,0,Low
457,Male,43,25-45,Other,0,0,0,2,-1,1,F,1,(F3),-1,N,0,N,Risk of Recidivism,Risk of Violence,7,614,1,1,Low
459,Female,32,25-45,African-American,0,0,0,5,0,2,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,852,0,0,Low
461,Male,23,Less_than_25,Hispanic,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,45,463,0,0,Low
462,Male,27,25-45,African-American,0,0,0,0,0,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,1089,0,0,Low
463,Male,44,25-45,Caucasian,0,0,0,0,-1,1,M,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,570,1,1,Low
464,Male,28,25-45,Caucasian,0,0,0,3,-1,1,M,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,412,1,1,Low
465,Female,42,25-45,Caucasian,0,0,0,0,-3,3,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,57,0,0,Low
467,Male,24,Less_than_25,Other,0,1,0,9,-1,1,F,1,(M1),1,N,1,(M2),Risk of Recidivism,Risk of Violence,4,80,1,1,High
468,Male,27,25-45,African-American,0,0,0,0,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,17,808,0,0,Low
469,Male,20,Less_than_25,African-American,0,0,0,0,-1,1,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,30,1,1,High
474,Female,51,Greater_than_45,Caucasian,0,0,0,0,0,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,741,0,0,Low
475,Male,56,Greater_than_45,Caucasian,0,0,0,0,0,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,842,0,0,Low
478,Male,29,25-45,African-American,0,0,0,7,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1072,0,0,High
480,Male,20,Less_than_25,African-American,0,0,0,0,-1,1,F,1,(MO3),0,N,0,N,Risk of Recidivism,Risk of Violence,209,258,1,1,High
481,Male,53,Greater_than_45,Caucasian,0,0,0,6,-176,176,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,911,0,0,Low
484,Male,27,25-45,Caucasian,0,0,0,8,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,67,370,0,0,High
485,Male,24,Less_than_25,African-American,0,1,0,2,-1,1,F,1,(M1),0,N,1,(F3),Risk of Recidivism,Risk of Violence,18,69,1,1,High
487,Male,53,Greater_than_45,Caucasian,0,0,0,36,-7,7,F,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,26,148,0,1,High
489,Male,28,25-45,Caucasian,0,0,0,2,0,1,M,1,(M2),-1,N,1,(M1),Risk of Recidivism,Risk of Violence,1,107,1,1,Low
493,Male,45,Greater_than_45,African-American,0,0,0,1,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1115,0,0,Low
494,Male,21,Less_than_25,Hispanic,0,1,0,3,-22,22,F,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,501,0,0,High
495,Female,36,25-45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,11,1061,0,0,High
496,Female,25,25-45,Caucasian,0,0,0,2,-2,2,M,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,0,54,0,1,Low
497,Female,23,Less_than_25,Hispanic,0,0,0,1,0,1,M,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,824,1,0,Low
499,Male,28,25-45,Caucasian,0,0,0,1,-4,4,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,135,0,0,High
500,Female,21,Less_than_25,African-American,0,0,0,0,-1,1,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,271,0,1,High
501,Male,36,25-45,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,830,0,0,Low
502,Male,24,Less_than_25,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,750,0,0,Low
503,Male,28,25-45,African-American,0,0,0,3,206,862,F,1,(M2),0,N,0,N,Risk of Recidivism,Risk of Violence,0,206,1,1,High
504,Male,30,25-45,Other,0,0,0,1,-1,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,138,1,1,Low
505,Male,29,25-45,African-American,0,0,0,0,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,761,0,0,Low
509,Female,30,25-45,Caucasian,0,0,0,0,0,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,4,1106,0,0,High
510,Male,51,Greater_than_45,Hispanic,0,0,0,1,-1,2,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,826,0,0,Low
511,Male,33,25-45,Other,0,0,0,3,-94,94,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,848,0,0,Low
512,Female,25,25-45,African-American,0,0,0,2,-86,86,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,538,0,0,High
516,Male,32,25-45,African-American,0,1,0,12,-1,1,F,1,(M2),-1,N,1,(F2),Risk of Recidivism,Risk of Violence,1,361,1,1,High
517,Male,23,Less_than_25,African-American,0,0,1,1,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,791,0,0,High
518,Male,47,Greater_than_45,African-American,0,0,0,3,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,96,0,0,Low
521,Female,32,25-45,Hispanic,0,0,0,1,-80,80,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,302,1,1,Low
522,Male,37,25-45,Caucasian,0,0,0,0,-1,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,18,412,0,0,Low
523,Male,19,Less_than_25,African-American,0,2,0,2,-1,1,F,1,(M1),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,83,0,1,High
524,Male,27,25-45,Hispanic,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,790,0,0,High
525,Male,39,25-45,Other,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,856,0,0,Low
526,Female,21,Less_than_25,Caucasian,0,0,2,0,0,0,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1135,0,0,High
527,Male,69,Greater_than_45,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,1156,0,0,Low
530,Male,21,Less_than_25,Caucasian,0,0,0,2,-1,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,1,577,0,0,High
531,Male,26,25-45,African-American,0,0,1,6,0,0,M,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,4,221,1,1,High
532,Male,22,Less_than_25,Caucasian,0,0,0,0,-2,3,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,844,0,0,Low
533,Female,23,Less_than_25,African-American,0,0,0,0,-1,1,F,1,(M1),0,N,0,N,Risk of Recidivism,Risk of Violence,0,384,1,1,High
537,Male,49,Greater_than_45,African-American,0,0,0,3,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,4,689,0,0,High
538,Male,29,25-45,African-American,0,0,1,2,-1,1,M,1,(F3),0,N,0,N,Risk of Recidivism,Risk of Violence,50,786,1,0,Low
540,Female,60,Greater_than_45,Caucasian,0,0,0,0,-1,1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,900,0,0,Low
541,Female,26,25-45,African-American,0,0,0,0,-1,-1,M,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,53,0,0,High
542,Male,23,Less_than_25,African-American,2,0,0,3,0,1,F,1,(M2),-1,N,0,N,Risk of Recidivism,Risk of Violence,0,235,1,1,High
543,Male,34,25-45,Hispanic,0,0,0,2,47,271,M,1,(F3),0,N,1,(F3),Risk of Recidivism,Risk of Violence,0,47,1,1,High
545,Female,20,Less_than_25,Other,1,0,0,1,-21,21,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,0,596,0,0,Low
546,Male,36,25-45,Hispanic,0,0,0,1,0,1,F,0,N,-1,N,0,N,Risk of Recidivism,Risk of Violence,95,160,0,0,Low
